Source name,Source site,start year,end year,sample frequency,temporal resolution,Region,County,Watershed,Waterbody,Latitude,Longitude,Spatial extent,spatial resolution,Type of measurment,open access,comments,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.52947285,-117.7737175,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.51672,-117.76124,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.516461,-117.761299,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.516852,-117.761452,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.460737,-117.568457,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5371,-117.78056,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.53679,-117.780691,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.537138,-117.780956,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.560592,-117.821774,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.569855,-117.645995,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56265,-117.6508,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55927822,-117.6517012,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56302644,-117.6519794,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.52975,-117.64623,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5342,-117.64638,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.614784,-117.582587,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61458675,-117.5826759,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61547305,-117.5825602,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.45311,-117.66536,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.452706,-117.66542,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.452974,-117.665794,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.45403,-117.66666,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.453404,-117.666669,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.453699,-117.667012,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.51758482,-117.7376121,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46896,-117.71815,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.48083,-117.71529,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.48271,-117.72025,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46549,-117.68212,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46533344,-117.6823041,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.4655281,-117.6822692,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46937,-117.68013,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.471149,-117.680999,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46722,-117.68382,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.453921,-117.66647,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.45318,-117.66533,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.45706,-117.67117,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.456406,-117.671289,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.456659,-117.671678,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.45996699,-117.6753801,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.4607,-117.67749,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.460083,-117.677572,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46202,-117.68937,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.461031,-117.689109,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.461016,-117.689601,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.46102357,-117.6893552,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.51952,-117.76275,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.519109,-117.762881,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.519443,-117.76317,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.62727422,-117.6798262,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56052,-117.82184,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.560133,-117.821973,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.560432,-117.822312,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55144,-117.80798,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.550911,-117.808062,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.551149,-117.808464,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.4974227,-117.7255027,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5657929,-117.6489386,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.6284906,-117.6833971,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54506,-117.79462,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.544598,-117.794286,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.544703,-117.794762,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.534746,-117.646173,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5285,-117.647,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.535658,-117.769013,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.544343,-117.783317,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61211,-117.75397,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.553992,-117.815939,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.633411,-117.6769,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.558645,-117.737827,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.654461,-117.659687,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61059435,-117.6927683,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.581589,-117.74576,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.582453,-117.74528,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.574713,-117.715865,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.556482,-117.717798,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.557616,-117.717798,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.644123,-117.665816,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.573256,-117.716612,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.599898,-117.707337,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54096904,-117.7368616,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55017483,-117.7192821,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.6544,-117.6596,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.6332789,-117.6769256,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.63317806,-117.6769186,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61059435,-117.6927683,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61049252,-117.6928532,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.6093405,-117.6928876,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.60928426,-117.692975,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.60941013,-117.6929205,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61716175,-117.693665,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.61708364,-117.6936875,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.66341251,-117.6542603,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.65967585,-117.6553934,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.67804485,-117.6235121,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.67792485,-117.6233921,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.678031,-117.623537,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.67812485,-117.6233221,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54941526,-117.7224305,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54928353,-117.7222674,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54939371,-117.7221833,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54986919,-117.721013,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54982492,-117.7210554,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.554894,-117.7189509,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55036653,-117.718725,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55648201,-117.7177983,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55645404,-117.7179174,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55657944,-117.7178536,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55761613,-117.7176799,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5575138,-117.7178135,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55765359,-117.7178167,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55909331,-117.7187073,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55901519,-117.7182277,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57322278,-117.7165924,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57301177,-117.716248,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57461483,-117.7158121,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57461483,-117.7158121,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57434483,-117.7159121,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.574688,-117.715857,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57445483,-117.7156821,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57670426,-117.7133767,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57652433,-117.7131382,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.62278744,-117.6894198,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.62286676,-117.6892996,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56410395,-117.7185789,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56409801,-117.7181339,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.6544533,-117.659697,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.65441403,-117.659784,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.63275609,-117.6769216,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.63270087,-117.6770021,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57090835,-117.7170737,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.57081824,-117.7169822,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56107398,-117.7166326,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.66001815,-117.653411,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.66009115,-117.6535172,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54111483,-117.7368621,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55024038,-117.7191632,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5625613,-117.7433926,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.56244234,-117.7447541,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58157262,-117.7457564,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58143603,-117.7458124,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55850343,-117.7379211,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5563116,-117.7411978,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54111483,-117.7368621,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.528291,-117.709684,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.549947,-117.717171,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.52996096,-117.7089153,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.53221872,-117.7079481,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.528291,-117.709684,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55022112,-117.7180577,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55036653,-117.718725,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5504089,-117.7185771,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.53974448,-117.7040081,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.53981196,-117.704055,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5521342,-117.709907,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55182964,-117.7107362,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55175799,-117.7106027,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.53781939,-117.6975326,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.53779419,-117.6976674,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54011608,-117.6953791,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.54005622,-117.6954853,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55392611,-117.7098752,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55296357,-117.7126189,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5529635,-117.712618,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55283108,-117.7123252,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.55298858,-117.7122283,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58009777,-117.7096534,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58004483,-117.7097621,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.584603,-117.706386,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58013475,-117.709709,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.59109806,-117.7143468,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.595041,-117.715762,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.592263,-117.715642,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.5911,-117.714334,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58846483,-117.7145021,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.58857483,-117.7143421,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.6360887,-117.6622521,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.63602988,-117.6622977,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.63615167,-117.6622706,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.64639642,-117.6558644,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.64618484,-117.6559321,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.625229,-117.565782,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.484034,-117.71988,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.505611,-117.708565,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.508601,-117.707381,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.50859,-117.707294,,,,,sites vary in sample frequency,
SOC Historical,SCCWRP,2004,2019,gap,,,Orange,,,33.512003,-117.697069,,,,,sites vary in sample frequency,
