Source name,Source site,start year,end year,sample frequency,temporal resolution,Region,County,Watershed,Waterbody,Latitude,Longitude,Spatial extent,spatial resolution,Type of measurment,open access,comments
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Sullivan Canyon Creek,34.06101,-118.495,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Sullivan Canyon Creek,34.06919,-118.503,,,field,yes,
CEDEN,http://ceden.org/,2005,,,spot,4 (Los Angeles),Los Angeles,,Susanna Canyon,34.25553,-117.821,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Sweetwater Canyon Creek,34.03981,-118.675,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Topanga Canyon Creek,34.09488,-118.602,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Topanga Canyon Creek,34.06499,-118.587,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Topanga Canyon Creek,34.08991,-118.605,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Trancas Canyon Creek,34.03036,-118.842,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Trancas Canyon Creek,34.04347,-118.845,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Triunfo Creek,34.12142,-118.79,,,field,yes,
CEDEN,http://ceden.org/,2005,,,spot,4 (Los Angeles),Los Angeles,,Tujunga Wash,34.1501,-118.391,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Tuna Canyon Creek,34.0396,-118.59,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Tuna Canyon Creek,34.04686,-118.591,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Verdes,33.80299,-118.397,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Los Angeles,,Verdes,33.80169,-118.391,,,field,yes,
CEDEN,http://ceden.org/,2011,,,spot,4 (Los Angeles),Los Angeles,,Virgenes Creek,34.12529,-118.708,,,field,yes,
CEDEN,http://ceden.org/,2005,,,spot,4 (Los Angeles),Los Angeles,,Wilbur Wash,34.24862,-118.543,,,field,yes,
CEDEN,http://ceden.org/,2008,,,spot,4 (Los Angeles),Los Angeles,,Wiley Canyon,34.34575,-118.564,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Arroyo Conejo,34.18563,-118.907,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Arroyo Las Posas,34.273869,-118.85857,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Arroyo Santa Rosa,34.238281,-118.908,,,field,yes,
CEDEN,http://ceden.org/,2013,2020,gap,spot,4 (Los Angeles),Ventura,,Arroyo Santa Rosa,34.233551,-118.91431,,,field,yes,
CEDEN,http://ceden.org/,2003,2021,gap,spot,4 (Los Angeles),Ventura,,Arroyo Sequit,34.06464,-118.93269,,,field,yes,
CEDEN,http://ceden.org/,2013,,gap,spot,4 (Los Angeles),Ventura,,Arroyo Sequit,34.059025,-118.9339,,,field,yes,
CEDEN,http://ceden.org/,2013,,gap,spot,4 (Los Angeles),Ventura,,Arroyo Sequit,34.077724,-118.92395,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Ventura,,Arroyo Sequit,34.08374,-118.91871,,,field,yes,
CEDEN,http://ceden.org/,2003,2004,continuous,spot,4 (Los Angeles),Ventura,,Arroyo Sequit,34.045471,-118.93438,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Arroyo Simi,34.272419,-118.78131,,,field,yes,
CEDEN,http://ceden.org/,2003,2016,gap,spot,4 (Los Angeles),Ventura,,Bear Canyon,34.55806,-119.10361,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Beardsley Walsh,34.228481,-119.11343,,,field,yes,
CEDEN,http://ceden.org/,2011,2020,continuous,spot,4 (Los Angeles),Ventura,,Bubbling Springs,34.144901,-119.191,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Calleguas Creek,34.112701,-119.08265,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Calleguas Creek,34.164429,-119.06255,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Callegues Creek,34.147221,-119.11837,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Callegues Creek,34.123409,-119.15584,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,Canada Larga Creek,34.337341,-119.29635,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,Canada Larga Creek,34.357559,-119.25258,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Conejo Creek,34.19437,-119.00077,,,field,yes,
CEDEN,http://ceden.org/,2016,2020,continuous,spot,4 (Los Angeles),Ventura,,Dent Drain,34.304256,-119.30063,,,field,yes,
CEDEN,http://ceden.org/,2008,,,spot,4 (Los Angeles),Ventura,,East Las Virgenes Canyon,34.174534,-118.6988,,,field,yes,
CEDEN,http://ceden.org/,2011,2015,continuous,spot,4 (Los Angeles),Ventura,,Fagan Canyon,34.3438,-119.078,,,field,yes,
CEDEN,http://ceden.org/,2014,2020,continuous,spot,4 (Los Angeles),Ventura,,Fox Canyon tributary,34.443771,-119.24445,,,field,yes,
CEDEN,http://ceden.org/,2014,2020,gap,spot,4 (Los Angeles),Ventura,,Gabbert Canyon,34.279072,-118.91084,,,field,yes,
CEDEN,http://ceden.org/,2006,,,spot,4 (Los Angeles),Ventura,,Hueneme Drain,34.142181,-119.19065,,,field,yes,
CEDEN,http://ceden.org/,2006,,,spot,4 (Los Angeles),Ventura,,J Street Drain,34.14468,-119.18624,,,field,yes,
CEDEN,http://ceden.org/,2001,2009,continuous,spot,4 (Los Angeles),Ventura,,Lion Canyon,34.422089,-119.26355,,,field,yes,
CEDEN,http://ceden.org/,2003,2017,gap,spot,4 (Los Angeles),Ventura,,Lion Canyon,34.533058,-119.15833,,,field,yes,
CEDEN,http://ceden.org/,2010,,,spot,4 (Los Angeles),Ventura,,Lion Creek,34.538925,-119.16139,,,field,yes,
CEDEN,http://ceden.org/,2006,,,spot,4 (Los Angeles),Ventura,,Madranio Canyon,34.344978,-119.41849,,,field,yes,
CEDEN,http://ceden.org/,2006,,,spot,4 (Los Angeles),Ventura,,Madranio Canyon,34.34623,-119.41213,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,Matilija Creek,34.493809,-119.32868,,,field,yes,
CEDEN,http://ceden.org/,2011,,,spot,4 (Los Angeles),Ventura,,Medea Creek,34.17207,-118.76376,,,field,yes,
CEDEN,http://ceden.org/,2011,2017,gap,spot,4 (Los Angeles),Ventura,,Medea Creek,34.168598,-118.762,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,North Fork Arroyo Conejo,34.211029,-118.88685,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,North Fork Matilija Creek,34.49268,-119.30652,,,field,yes,
CEDEN,http://ceden.org/,2013,,,spot,4 (Los Angeles),Ventura,,North Fork Matilija Creek,34.518532,-119.27109,,,field,yes,
CEDEN,http://ceden.org/,2008,,,spot,4 (Los Angeles),Ventura,,North Fork Santa Ana Creek,34.46328,-119.34566,,,field,yes,
CEDEN,http://ceden.org/,2006,,,spot,4 (Los Angeles),Ventura,,Oxnard Drain,34.137459,-119.18281,,,field,yes,
CEDEN,http://ceden.org/,2003,2015,gap,spot,4 (Los Angeles),Ventura,,Piedra Blanca Creek,34.57,-119.15556,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Piedra Blanca Creek,34.584999,-119.16472,,,field,yes,
CEDEN,http://ceden.org/,2003,2011,gap,spot,4 (Los Angeles),Ventura,,Piru Creek,34.447781,-118.7549,,,field,yes,
CEDEN,http://ceden.org/,2017,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.646671,-119.06944,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.665279,-119.05111,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.68111,-119.02111,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.424721,-118.76278,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.642502,-119.0775,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.708061,-118.97333,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Piru Creek,34.408939,-118.78483,,,field,yes,
CEDEN,http://ceden.org/,2001,2003,gap,spot,4 (Los Angeles),Ventura,,Piru Creek,34.688889,-118.9025,,,field,yes,
CEDEN,http://ceden.org/,2016,2020,continuous,spot,4 (Los Angeles),Ventura,,Richmond Rd Drain,34.366718,-119.05324,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,San Antonio Creek,34.43301,-119.24932,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,San Antonio Creek,34.380772,-119.30736,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,San Antonio Creek,34.420872,-119.2666,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,San Antonio Creek,34.382278,-119.30274,,,field,yes,
CEDEN,http://ceden.org/,2001,2022,gap,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.395481,-119.07511,,,field,yes,
CEDEN,http://ceden.org/,2005,2016,gap,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.35611,-119.04861,,,field,yes,
CEDEN,http://ceden.org/,2005,2016,gap,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.379166,-119.06333,,,field,yes,
CEDEN,http://ceden.org/,2008,,,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.36763,-119.0538,,,field,yes,
CEDEN,http://ceden.org/,2001,2003,gap,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.450562,-119.05583,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.437222,-119.08583,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.378891,-119.0625,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Santa Paula Creek,34.395828,-119.07567,,,field,yes,
CEDEN,http://ceden.org/,2011,,,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.558853,-119.15456,,,field,yes,
CEDEN,http://ceden.org/,2011,,,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.404915,-118.93944,,,field,yes,
CEDEN,http://ceden.org/,2003,2022,gap,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.556671,-119.20611,,,field,yes,
CEDEN,http://ceden.org/,2001,2003,gap,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.555,-119.20472,,,field,yes,
CEDEN,http://ceden.org/,2001,2020,gap,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.394138,-118.94096,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.566669,-119.26278,,,field,yes,
CEDEN,http://ceden.org/,2013,,,spot,4 (Los Angeles),Ventura,,Sespe Creek,34.441891,-118.92693,,,field,yes,
CEDEN,http://ceden.org/,2013,,,spot,4 (Los Angeles),Ventura,,Sisar Creek,34.451271,-119.1351,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,continuous,spot,4 (Los Angeles),Ventura,,Stewart/Fox Creek,34.435169,-119.2479,,,field,yes,
CEDEN,http://ceden.org/,2016,2020,gap,spot,4 (Los Angeles),Ventura,,Stroube Drain,34.243256,-119.18604,,,field,yes,
CEDEN,http://ceden.org/,2001,,,spot,4 (Los Angeles),Ventura,,Tapo Canyon Creek,34.271332,-118.74003,,,field,yes,
CEDEN,http://ceden.org/,2010,,,spot,4 (Los Angeles),Ventura,,Tule Creek,34.556679,-119.30629,,,field,yes,
CEDEN,http://ceden.org/,2003,,,spot,4 (Los Angeles),Ventura,,Tule Creek,34.558891,-119.26861,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,gap,spot,4 (Los Angeles),Ventura,,Ventura River,34.483059,-119.30194,,,field,yes,
CEDEN,http://ceden.org/,2001,2019,gap,spot,4 (Los Angeles),Ventura,,Ventura River,34.48283,-119.29627,,,field,yes,
