Source name,Source site,start year,end year,sample frequency,temporal resolution,Region,County,Watershed,Waterbody,Latitude,Longitude,Spatial extent,spatial resolution,Type of measurment,open access,comments,
StreamTemp_ALL,SCCWRP,2018,,daily,,Southern California,San Diego,,,33.30566,-117.13364,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,33.24759,-116.78551,,,logger,no,,
StreamTemp_ALL,SCCWRP,2017,,daily,,Southern California,San Diego,,,33.34992,-116.6649,,,logger,no,,
StreamTemp_ALL,SCCWRP,2017,,daily,,Southern California,San Diego,,,33.39672,-117.11527,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,33.32691,-117.12282,,,logger,no,,
StreamTemp_ALL,SCCWRP,2014,,daily,,Southern California,San Diego,,,33.26041,-116.80917,,,logger,no,,
StreamTemp_ALL,SCCWRP,2018,,daily,,Southern California,San Diego,,,33.35652,-116.91283,,,logger,no,,
StreamTemp_ALL,SCCWRP,2017,,daily,,Southern California,San Diego,,,32.96335,-116.66364,,,logger,no,,
StreamTemp_ALL,SCCWRP,2008,,daily,,Southern California,San Diego,,,32.99095,-116.59072,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,33.12783,-116.67785,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,33.09184,-116.89774,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,33.1579419,-116.85173,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.89021,-116.57465,,,logger,no,,
StreamTemp_ALL,SCCWRP,2018,,daily,,Southern California,San Diego,,,32.94249,-116.55409,,,logger,no,,
StreamTemp_ALL,SCCWRP,2014,,daily,,Southern California,San Diego,,,32.82495,-117.09258,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.96654,-116.65211,,,logger,no,,
StreamTemp_ALL,SCCWRP,2008,,daily,,Southern California,San Diego,,,32.9905,-116.69351,,,logger,no,,
StreamTemp_ALL,SCCWRP,2017,,daily,,Southern California,San Diego,,,33.10878,-116.65758,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.83203,-116.77732,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,,daily,,Southern California,San Diego,,,32.88172,-116.58538,,,logger,no,,
StreamTemp_ALL,SCCWRP,2014,,daily,,Southern California,San Diego,,,32.94822,-116.57908,,,logger,no,,
StreamTemp_ALL,SCCWRP,2014,,daily,,Southern California,San Diego,,,33.13086,-116.79575,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.70021,-116.48152,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.81829,-116.49235,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.5616,-116.8291,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.74481,-116.6488,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.76151,-116.63649,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2015,daily,,Southern California,San Diego,,,32.75409,-116.66267,,,logger,no,,
StreamTemp_ALL,SCCWRP,2013,2014,daily,,Southern California,San Diego,,,32.76824,-116.41757,,,logger,no,,
,,,,,,,,,,,,,,,,,
