Source name,Source site,start year,end year,sample frequency,temporal resolution,Region,County,Watershed,Waterbody,Latitude,Longitude,Spatial extent,spatial resolution,Type of measurment,open access,comments
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=278,2005,2022,event,,SAN JOAQUIN R,MADERA,,H41,-119.7932,36.8762,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=279,1987,2009,daily,,DELTA,CONTRA COSTA,,HBP,-121.620278,37.801944,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=280,1987,2022,hourly,,DELTA,CONTRA COSTA,,HBP,-121.620278,37.801944,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=281,1998,2008,hourly,,RUSSIAN R,SONOMA,,HEA,-122.83638,38.613243,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=282,2010,2022,event,,FRESNO R,MADERA,,HIQ,-119.8869,37.1044,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=283,1999,2022,hourly,,DELTA,CONTRA COSTA,,HLL,-121.580617,38.006986,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=284,2016,2022,hourly,,SAN JOAQUIN R,SAN JOAQUIN,,HLT,-121.5108,38.0031,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=285,2006,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,HLT,-121.5108,38.0031,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=286,2006,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,HOL,-121.5819,38.0164,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=287,2013,2022,daily,,SAN JOAQUIN R,SAN JOAQUIN,,HOL,-121.5819,38.0164,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=288,2015,2022,event,,DELTA,SOLANO,,HON,-121.9392,38.0724,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=289,2008,2009,event,,RUSSIAN R,MENDOCINO,,HOP,-123.130562,39.026562,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=290,1998,2022,hourly,,TRINITY R,HUMBOLDT,,HPA,-123.673668,41.04985,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=291,2019,2022,event,,DELTA,SOLANO,,HSL,-122.024,38.2222,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=292,2004,2018,event,,SAN JOAQUIN R,STANISLAUS,,HSP,-121.2308,37.6105,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=293,2018,2022,hourly,,DELTA,SOLANO,,HUN,-122.0527,38.156,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=294,2009,2022,event,,DELTA,SOLANO,,HUN,-122.0527,38.156,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=295,2009,2022,event,,SACRAMENTO R,SOLANO,,HWB,-121.6308,38.2917,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=296,2004,2022,hourly,,DELTA,SOLANO,,IBS,-122.113,38.157,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=297,1996,2022,hourly,,SACRAMENTO R,SHASTA,,IGO,-122.524178,40.513206,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=298,2005,2022,event,,SAN JOAQUIN R,STANISLAUS,,ING,-121.2251,37.6002,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=299,1999,2022,hourly,,DELTA,CONTRA COSTA,,JER,-121.688971,38.052155,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=300,2013,2022,daily,,DELTA,CONTRA COSTA,,JER,-121.688971,38.052155,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=301,1994,2022,hourly,,SACRAMENTO R,TEHAMA,,JLF,-122.1897,40.3172,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=302,2001,2011,hourly,,STANISLAUS R,SAN JOAQUIN,,JMP,-120.942,37.743,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=303,2014,2022,event,,KINGS R,FRESNO,,KBC,-118.77806,36.80889,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=304,2001,2011,hourly,,STANISLAUS R,STANISLAUS,,KFS,-120.667,37.819,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=305,2005,2005,event,,KLAMATH R,DEL NORTE,,KKY,-123.9781,41.511,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=306,2019,2022,hourly,,KLAMATH R,DEL NORTE,,KNK,-123.979515,41.510956,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=307,2004,2022,event,,KLAMATH R,DEL NORTE,,KNK,-123.979515,41.510956,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=308,2014,2022,event,,FEATHER R,BUTTE,,KRG,-121.491214,39.531758,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=309,2014,2022,event,,KINGS R,FRESNO,,KRR,-118.616571,36.786958,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=310,2017,2022,event,,KINGS R,FRESNO,,KRT,-119.1408,36.8747,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=311,1989,2022,hourly,,SACRAMENTO R,SHASTA,,KWK,-122.444458,40.600983,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=312,2016,2022,event,,TRUCKEE R,NEVADA,,LAB,-120.084366,39.435741,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=313,1996,2022,hourly,,TRINITY R,TRINITY,,LFH,-122.793,40.727,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=314,2010,2022,event,,SACRAMENTO R,SOLANO,,LIB,-121.6849,38.2421,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=315,2008,2022,event,,SACRAMENTO R,YOLO,,LIS,-121.588226,38.474781,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=316,2006,2006,hourly,,AMERICAN R,EL DORADO,,LON,-120.323,38.983,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=317,2006,2022,daily,,AMERICAN R,EL DORADO,,LON,-120.323,38.983,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=318,2009,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,LPS,-121.4961,38.0964,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=319,2016,2022,event,,TRUCKEE R,NEVADA,,LTK,-120.095474,39.386852,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=320,1990,2022,daily,,TRINITY R,TRINITY,,LWS,-122.803635,40.719311,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=321,1990,2022,hourly,,TRINITY R,TRINITY,,LWS,-122.803635,40.719311,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=322,2021,2022,event,,SACRAMENTO R,SOLANO,,M13,-121.767288,38.077808,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=323,2004,2011,hourly,,MERCED R,MERCED,,M59,-120.50275,37.4697,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=324,2014,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,MAB,-121.472763,37.885181,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=325,1986,2022,hourly,,SACRAMENTO R,CONTRA COSTA,,MAL,-121.92009,38.042805,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=326,2005,2011,hourly,,MERCED R,MARIPOSA,,MBC,-120.02215,37.62078,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=327,2019,2022,event,,MERCED R,MARIPOSA,,MBG,-119.967757,37.604775,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=328,1998,2022,hourly,,SACRAMENTO R,TEHAMA,,MCH,-122.10463,40.040058,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=329,2006,2006,hourly,,MOKELUMNE R,AMADOR,,MDL,-120.14,38.615,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=330,2005,2010,daily,,MOKELUMNE R,AMADOR,,MDL,-120.14,38.615,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=331,2009,2022,event,,DELTA,SAN JOAQUIN,,MDM,-121.534,37.943,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=332,2016,2022,hourly,,DELTA,SAN JOAQUIN,,MDM,-121.534,37.943,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=333,2004,2011,hourly,,MERCED R,MERCED,,MGS,-120.4524,37.50383,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=334,2007,2011,hourly,,MERCED R,MERCED,,MHA,-120.83588,37.3708,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=335,2010,2022,event,,DELTA,SAN JOAQUIN,,MHO,-121.383306,37.876222,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=336,2006,2010,event,,SAN JOAQUIN R,SAN JOAQUIN,,MHR,-121.384,37.877,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=337,2004,2011,hourly,,MERCED R,MERCED,,MHT,-120.37148,37.51459,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=338,2015,2022,event,,SACRAMENTO R,SOLANO,,MIR,-121.666055,38.236027,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=339,2014,2022,hourly,,MERCED R,MARIPOSA,,MLK,-119.4057,37.7386,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=340,1998,2022,hourly,,SACRAMENTO R,TEHAMA,,MLM,-122.024155,40.054604,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=341,2007,2011,hourly,,MERCED R,MARIPOSA,,MMS,-120.31111,37.52239,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=342,2007,2011,hourly,,MERCED R,MARIPOSA,,MNE,-120.2831,37.57927,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=343,2001,2022,daily,,TUOLUMNE R,STANISLAUS,,MOD,-120.987991,37.626877,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=344,2000,2006,hourly,,TUOLUMNE R,STANISLAUS,,MOD,-120.987991,37.626877,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=345,2008,2022,event,,MOKELUMNE R,SAN JOAQUIN,,MOK,-121.5711,38.1061,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=346,2010,2022,daily,,SAN JOAQUIN R,STANISLAUS,,MRB,-121.2276,37.6414,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=347,2006,2022,event,,SAN JOAQUIN R,STANISLAUS,,MRB,-121.2276,37.6414,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=348,2001,2022,event,,MATTOLE R,HUMBOLDT,,MRE,-123.991425,40.139309,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=349,2013,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,MRU,-121.386,37.8339,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=350,2016,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,MRX,-121.467395,37.881415,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=351,2008,2022,event,,EAST BAY,CONTRA COSTA,,MRZ,-122.140488,38.027637,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=352,1994,2022,hourly,,EAST BAY,CONTRA COSTA,,MRZ,-122.140488,38.027637,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=353,2010,2022,daily,,SAN JOAQUIN R,SAN JOAQUIN,,MSD,-121.306,37.786,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=354,2008,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,MSD,-121.306,37.786,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=355,2002,2022,hourly,,SAN JOAQUIN R,SAN JOAQUIN,,MSD,-121.306,37.786,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=356,2005,2011,hourly,,MERCED R,MERCED,,MSF,-120.65454,37.43362,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=357,2004,2022,daily,,SAN JOAQUIN R,MERCED,,MSG,-120.9056,37.2625,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=358,2007,2009,hourly,,MERCED R,MERCED,,MSJ,-120.97183,37.3476,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=359,2009,2022,event,,DELTA,SOLANO,,MSL,-121.8872,38.0934,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=360,2009,2022,hourly,,DELTA,SOLANO,,MSL,-121.8872,38.0934,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=361,1989,2022,hourly,,MC CLOUD R,SHASTA,,MSS,-122.219,40.958,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=362,2000,2012,hourly,,MERCED R,MERCED,,MST,-120.931,37.371,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=363,2000,2012,daily,,MERCED R,MERCED,,MST,-120.931,37.371,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=364,2002,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,MTB,-121.456,37.881,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=365,2000,2002,hourly,,SAN JOAQUIN R,SAN JOAQUIN,,MTB,-121.456,37.881,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=366,2010,2016,hourly,,TRUCKEE R,NEVADA,,MTK,-120.117699,39.328796,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=367,2004,2022,event,,TRUCKEE R,NEVADA,,MTK,-120.117699,39.328796,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=368,2010,2018,event,,SAN JOAQUIN R,SAN JOAQUIN,,MUP,-121.488361,37.890778,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=369,2012,2017,event,,SAN JOAQUIN R,MERCED,,MWR,-120.652117,37.177254,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=370,1999,2022,event,,AMERICAN R,PLACER,,NFA,-121.057,38.852,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=371,2002,2004,hourly,,GUALALA R,MENDOCINO,,NFG,-123.502,38.785,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=372,2005,2022,hourly,,TRINITY R,TRINITY,,NFH,-123.114479,40.766533,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=373,2010,2015,event,,CALAVERAS R,CALAVERAS,,NGQ,-120.8239,38.1481,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=374,2010,2017,event,,MOKELUMNE R,SAN JOAQUIN,,NMR,-121.5071,38.2232,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=375,2001,2011,hourly,,STANISLAUS R,TUOLUMNE,,NMT,-120.532,37.946,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=376,2006,2022,event,,SANTA YNEZ R,SANTA BARBARA,,NRW,-120.424,34.637,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=377,2009,2022,event,,SACRAMENTO R,SOLANO,,NSL,-121.8881,38.1221,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=378,2005,2022,hourly,,SACRAMENTO R,SOLANO,,NSL,-121.8881,38.1221,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=379,2006,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,OAD,-121.542107,37.810322,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=380,2000,2022,daily,,STANISLAUS R,STANISLAUS,,OBB,-120.75,37.783,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=381,2000,2022,hourly,,STANISLAUS R,STANISLAUS,,OBB,-120.75,37.783,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=382,2006,2010,event,,SAN JOAQUIN R,SAN JOAQUIN,,OBD,-121.543938,37.810963,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=383,2008,2022,event,,DELTA,SAN JOAQUIN,,OBI,-121.57222,37.969368,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=384,2016,2022,hourly,,DELTA,SAN JOAQUIN,,OBI,-121.57222,37.969368,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=385,2001,2011,hourly,,STANISLAUS R,STANISLAUS,,OBS,-120.765,37.791,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=386,2004,2011,daily,,SAN JOAQUIN R,STANISLAUS,,OCL,-121.016045,37.413548,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=387,2009,2022,event,,DELTA,SAN JOAQUIN,,ODM,-121.542145,37.810295,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=388,1999,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,OH1,-121.331253,37.807552,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=389,1999,2012,hourly,,SAN JOAQUIN R,SAN JOAQUIN,,OH1,-121.331253,37.807552,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=390,2009,2022,event,,DELTA,CONTRA COSTA,,OH4,-121.569168,37.891109,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=391,2016,2022,hourly,,DELTA,CONTRA COSTA,,OH4,-121.569168,37.891109,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=392,2005,2022,event,,DELTA,SAN JOAQUIN,,OLD,-121.449562,37.80481,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=393,1999,2022,hourly,,SAN JOAQUIN R,MERCED,,ONI,-121.037378,37.090717,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=394,2001,2011,hourly,,STANISLAUS R,STANISLAUS,,ORA,-120.867,37.771,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=395,2019,2022,event,,FEATHER R,BUTTE,,ORF,-121.55,39.517,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=396,2011,2022,event,,SAN JOAQUIN R,CONTRA COSTA,,ORI,-121.5526,37.828,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=397,2015,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,ORM,-121.51738,37.79384,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=398,2006,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,ORQ,-121.5645,38.0272,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=399,2013,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,ORX,-121.386576,37.810997,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=400,2006,2022,event,,DELTA,SAN JOAQUIN,,OSJ,-121.5789,38.0711,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=401,2013,2022,event,,SHASTA R,SISKIYOU,,PBS,-122.43309,41.579342,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=402,2012,2022,event,,DELTA,SAN JOAQUIN,,PCO,-121.412306,37.801944,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=403,1999,2022,hourly,,DELTA,CONTRA COSTA,,PCT,-121.999971,38.056788,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=404,2014,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,PDC,-121.412256,37.80206,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=405,2014,2015,event,,SACRAMENTO R,SUTTER,,PM1,-121.634148,38.931854,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=406,1990,2022,hourly,,PIT R,SHASTA,,PMN,-122.016,40.843,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=407,1989,2022,hourly,,SAN JOAQUIN R,MERCED,,PPP,-121.1806,37.0619,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=408,1989,2022,daily,,SAN JOAQUIN R,MERCED,,PPP,-121.1806,37.0619,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=409,2006,2022,hourly,,DELTA,SAN JOAQUIN,,PPT,-121.562,38.066,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=410,1997,2022,event,,DELTA,SAN JOAQUIN,,PPT,-121.562,38.066,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=411,2020,2022,daily,,DELTA,SAN JOAQUIN,,PPT,-121.562,38.066,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=412,2006,2022,event,,SAN JOAQUIN R,SAN JOAQUIN,,PRI,-121.5572,38.0594,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=413,1989,1995,hourly,,KERN R,TULARE,,PSC,-118.35,35.967,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=414,1999,2022,daily,,KERN R,TULARE,,PSC,-118.35,35.967,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=415,1992,2005,hourly,,TRINITY R,TRINITY,,PTG,-123.116,40.766,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=416,2016,2022,event,,TRUCKEE R,NEVADA,,PTK,-120.131584,39.373241,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=417,1999,2022,hourly,,DELTA,CONTRA COSTA,,PTS,-121.892482,38.042975,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=418,2013,2022,event,,EEL R,MENDOCINO,,Q01,-123.326,39.37687,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=419,2013,2022,event,,EEL R,MENDOCINO,,Q03,-123.328,39.37711,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=420,2013,2022,event,,EEL R,MENDOCINO,,Q04,-123.342,39.39646,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=421,2013,2022,event,,EEL R,MENDOCINO,,Q05,-123.341,39.39896,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=422,2013,2022,event,,EEL R,MENDOCINO,,Q06,-123.343,39.40728,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=423,2013,2022,event,,EEL R,MENDOCINO,,Q07,-123.341,39.41096,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=424,2013,2022,event,,EEL R,MENDOCINO,,Q08,-123.34,39.40978,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=425,2013,2022,event,,EEL R,MENDOCINO,,Q09,-123.34,39.41096,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=426,2013,2022,event,,EEL R,MENDOCINO,,Q10,-123.341,39.41942,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=427,2013,2022,event,,EEL R,MENDOCINO,,Q11,-123.341,39.42124,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=428,2013,2022,event,,EEL R,MENDOCINO,,Q12,-123.341,39.41833,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=429,2013,2022,event,,EEL R,MENDOCINO,,Q13,-123.343,39.42057,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=430,2013,2022,event,,EEL R,MENDOCINO,,Q14,-123.344,39.4225,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=431,2013,2022,event,,EEL R,MENDOCINO,,Q15,-123.358,39.42767,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=432,2013,2022,event,,EEL R,MENDOCINO,,Q17,-123.355,39.43056,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=433,2009,2010,hourly,,SAN JOAQUIN R,MADERA,,R31,-120.4636,36.8901,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=434,2009,2022,hourly,,SAN JOAQUIN R,MADERA,,R37,-120.4076,36.8352,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=435,2001,2019,hourly,,TRINITY R,TRINITY,,RCL,-122.834,40.725,,,logger,yes,
CDEC,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=436,2011,2022,event,,SACRAMENTO R,YOLO,,RCS,-121.725349,38.793556,,,logger,yes,
